,offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
49,No,Points,Postcard,High,1,No,Medium,more than 2,more than 1,5,Yes,7.1718488166253005
50,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,7.047299806420034
51,Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,2,Yes,7.08485489179494
52,No,Cash Back,Postcard,Medium,1,No,High,2,more than 1,2,Yes,7.087155907348428
53,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,7.209710010720636
54,No,Cash Back,Postcard,Medium,more than 1,No,High,1,1,4,No,6.969085534133743
55,No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,7.045994323205903
56,No,Cash Back,Letter,Medium,1,No,Low,1,1,3,Yes,7.1774006639477665
57,No,Cash Back,Letter,Medium,1,No,Low,1,more than 1,4,Yes,6.835722076082305
58,No,Cash Back,Postcard,Low,1,No,Low,2,1,2,No,6.577861357721047
59,No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,7.085273652270072
60,No,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,2,Yes,6.865630352681466
61,No,Points,Postcard,Medium,more than 1,No,Low,2,1,4,No,6.957497370876951
62,No,Points,Postcard,Medium,more than 1,No,High,2,1,5,Yes,7.144801735465339
63,No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,2,Yes,7.026204759181681
64,No,Air Miles,Letter,High,more than 1,No,High,2,more than 1,1,No,6.966731484082434
65,No,Cash Back,Postcard,Medium,1,No,High,1,1,1,No,6.9228901665664075
66,No,Air Miles,Letter,Low,1,No,High,1,1,3,Yes,6.793746362370269
67,Yes,Cash Back,Postcard,High,1,No,Low,2,more than 1,5,Yes,7.193310090417744
68,No,Air Miles,Letter,Medium,1,No,Medium,more than 2,more than 1,4,No,6.931959967678955
69,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,5,Yes,6.8128949979581765
70,No,Cash Back,Letter,High,1,No,Low,1,1,3,Yes,6.596463340891223
71,No,Points,Postcard,Low,1,No,Medium,2,1,2,No,6.677712985976771
72,No,Cash Back,Postcard,Medium,more than 1,No,Low,1,1,3,Yes,7.459626872184129
73,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,6.878841268817495
74,No,Cash Back,Letter,High,1,No,Low,2,1,4,Yes,6.903998230104425
75,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,6.807934943699926
76,No,Cash Back,Postcard,High,more than 1,No,High,1,1,5,Yes,7.029530335908058
77,No,Air Miles,Postcard,Medium,more than 1,No,Medium,2,1,3,Yes,7.006468751918169
78,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,Yes,6.884742504673064
79,No,Air Miles,Letter,Medium,more than 1,No,High,2,1,5,Yes,6.734294350620379
80,No,Points,Postcard,Medium,1,No,Medium,2,1,4,No,7.165493475060845
81,No,Cash Back,Postcard,Medium,more than 1,No,High,2,1,5,Yes,6.709913910530146
82,No,Air Miles,Postcard,Medium,more than 1,No,Low,2,more than 1,3,Yes,6.998966159035521
83,No,Points,Postcard,Low,1,Yes,Low,1,1,2,Yes,7.129497849380718
84,No,Cash Back,Letter,Medium,1,No,High,more than 2,1,2,Yes,7.043814723389233
85,No,Air Miles,Letter,Low,1,No,Medium,1,1,3,No,6.814268435888673
86,No,Cash Back,Postcard,Medium,1,Yes,Low,more than 2,1,3,Yes,6.884742504673064
87,No,Points,Postcard,Low,more than 1,No,Medium,2,more than 1,4,Yes,6.60934924316738
88,No,Air Miles,Postcard,Low,1,No,Medium,1,1,2,Yes,7.203963401153352
89,Yes,Points,Letter,Low,more than 1,No,Low,more than 2,1,3,Yes,7.283104763185678
90,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,No,7.491227092732982
91,No,Points,Letter,Low,more than 1,Yes,Medium,1,1,3,Yes,7.078973757431427
92,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,7.099820874725485
93,No,Cash Back,Letter,Low,1,Yes,High,1,1,2,Yes,6.941915130628842
94,No,Cash Back,Letter,High,more than 1,No,Low,2,1,5,Yes,6.871091294610546
95,No,Cash Back,Postcard,Medium,1,No,High,2,more than 1,5,Yes,6.934153752836668
96,No,Points,Letter,Low,1,No,High,1,1,5,Yes,6.977980723871634
97,No,Cash Back,Letter,Low,1,No,Low,2,more than 1,3,Yes,6.9474566458336895
98,No,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,3,Yes,6.887807641172441
99,No,Points,Postcard,High,1,No,High,2,1,1,Yes,6.809591030194905
100,No,Cash Back,Letter,High,1,Yes,Medium,2,1,5,Yes,6.829793737512425
101,No,Cash Back,Postcard,Low,1,No,Low,1,1,2,Yes,6.9686151672389
102,No,Points,Postcard,Medium,1,Yes,Medium,more than 2,more than 1,1,No,6.706250902771409
103,Yes,Air Miles,Letter,High,1,Yes,High,2,1,5,Yes,6.987951820976414
104,No,Cash Back,Postcard,Medium,more than 1,No,Low,1,1,4,Yes,6.8343778091773615
105,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,7.242976733701697
106,No,Points,Postcard,Low,more than 1,No,Low,1,more than 1,5,No,6.942639680835639
107,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,6.6059742821508545
108,No,Cash Back,Postcard,High,1,No,High,2,1,4,Yes,7.13289683295902
109,No,Points,Postcard,Low,1,No,High,1,1,5,Yes,7.051639149310715
110,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,6.762729506931879
111,No,Cash Back,Letter,Medium,1,No,High,more than 2,1,2,No,7.053153481671494
112,No,Cash Back,Postcard,High,1,No,High,1,more than 1,5,No,6.995308175989998
113,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,No,6.995308175989998
114,No,Air Miles,Letter,Low,1,No,Low,2,1,3,Yes,6.652540396667858
115,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,6.959398512133975
116,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,6.851449442771043
117,No,Points,Letter,Medium,1,No,High,1,more than 1,4,No,7.045994323205903
118,No,Cash Back,Letter,High,1,No,High,2,1,3,Yes,7.056606225714492
119,No,Air Miles,Postcard,High,1,No,High,1,1,3,No,6.730421263699221
120,No,Cash Back,Letter,Medium,more than 1,No,Medium,2,1,3,Yes,6.9648442459662645
121,No,Cash Back,Postcard,Medium,1,No,Medium,more than 2,1,5,No,6.573330943978225
122,Yes,Air Miles,Postcard,High,more than 1,No,Medium,2,more than 1,3,Yes,6.700115914203892
123,No,Cash Back,Letter,Medium,1,No,High,2,1,3,No,6.764750584565133
124,No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,Yes,6.789253234901136
125,No,Cash Back,Letter,High,1,No,Medium,2,1,5,No,7.491506032762684
126,No,Points,Postcard,High,1,No,High,2,1,3,Yes,6.988413181999592
127,No,Cash Back,Letter,Medium,1,No,Low,2,1,2,No,6.778500443124875
128,No,Air Miles,Letter,Medium,1,No,High,2,1,3,No,6.540308238061494
129,No,Air Miles,Postcard,Low,more than 1,No,Medium,2,more than 1,4,Yes,6.703801422061068
130,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,6.863280788880307
131,No,Cash Back,Letter,High,1,No,High,2,1,4,Yes,7.1565665770449245
132,No,Air Miles,Letter,High,1,Yes,Low,2,1,3,Yes,6.844282856026563
133,No,Points,Letter,Medium,more than 1,Yes,Medium,2,1,3,Yes,6.825188555325175
134,No,Points,Postcard,Medium,more than 1,Yes,High,1,1,3,Yes,6.780773817221347
135,No,Points,Letter,Medium,1,Yes,Low,more than 2,1,4,No,7.074963197966044
136,No,Air Miles,Postcard,Low,1,No,Medium,1,more than 1,3,No,7.05142262879455
137,No,Points,Postcard,High,1,No,High,2,1,4,Yes,6.678656530629254
138,No,Points,Postcard,Medium,1,Yes,Low,more than 2,1,4,Yes,6.833301093057189
139,No,Points,Letter,Medium,1,No,Medium,more than 2,1,2,No,7.501082124259871
140,No,Cash Back,Letter,Low,1,No,Medium,1,1,5,No,7.05380177991138
141,No,Air Miles,Postcard,High,1,Yes,Low,2,1,4,No,7.02331361961641
142,No,Cash Back,Letter,High,1,No,Medium,2,1,4,Yes,7.093404625868766
143,No,Air Miles,Letter,Low,more than 1,No,Low,1,1,4,Yes,7.283276510717229
144,No,Points,Postcard,High,1,No,Low,2,1,2,No,6.5337888379333435
145,No,Points,Postcard,High,more than 1,Yes,Low,1,1,3,Yes,6.834108738813838
146,No,Points,Postcard,High,1,No,Low,2,1,2,No,6.839476438228843
147,Yes,Cash Back,Postcard,Medium,more than 1,No,Low,1,1,5,No,7.033726918544073
148,No,Cash Back,Letter,Medium,1,No,Low,more than 2,more than 1,5,Yes,7.172040773627522
149,No,Cash Back,Letter,High,more than 1,No,Medium,1,1,2,Yes,7.090076835776092
150,No,Points,Letter,Medium,more than 1,No,Low,1,1,3,Yes,6.989565654179703
151,No,Cash Back,Postcard,Low,1,No,High,2,1,2,No,6.998966159035521
152,No,Points,Letter,High,1,Yes,High,1,1,3,Yes,7.007600613951853
153,No,Air Miles,Letter,High,1,No,Low,1,1,4,Yes,6.950335726517255
154,No,Cash Back,Postcard,Medium,1,No,High,1,1,5,Yes,6.994620812003719
155,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,6.882693848386766
156,No,Air Miles,Postcard,Medium,more than 1,No,High,2,1,3,Yes,6.900227012561346
157,No,Points,Postcard,Low,1,Yes,Medium,2,1,3,Yes,7.094442293285732
158,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,No,6.763884908562435
159,No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,7.0431599159883405
160,No,Air Miles,Letter,Medium,1,No,Medium,more than 2,more than 1,4,Yes,6.8664123154477545
161,No,Cash Back,Letter,Medium,1,No,Low,2,more than 1,3,Yes,6.963426476352598
162,No,Points,Letter,Medium,1,No,Medium,more than 2,1,3,Yes,6.54534966033442
163,No,Cash Back,Postcard,Low,1,No,High,more than 2,1,2,Yes,7.121656248929415
164,No,Cash Back,Letter,Low,1,No,High,2,1,5,Yes,6.942156705699469
165,No,Cash Back,Letter,High,1,No,High,1,1,4,Yes,7.128896827625674
166,No,Cash Back,Letter,Medium,1,No,Low,2,1,2,No,6.907505247726927
167,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,6.9363427358340495
168,No,Air Miles,Letter,High,1,No,Low,1,1,3,No,7.044687133477281
169,No,Points,Postcard,Medium,more than 1,No,Low,2,1,6,No,7.165107001626084
170,No,Points,Letter,Medium,1,Yes,High,2,more than 1,3,Yes,7.079184394609668
171,No,Air Miles,Postcard,Medium,more than 1,No,High,1,1,5,Yes,7.0354886454916885
172,No,Cash Back,Letter,Low,1,No,Low,more than 2,1,4,Yes,7.15481065034266
173,No,Air Miles,Postcard,High,1,No,Low,2,more than 1,3,Yes,7.0587581525186645
174,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,No,6.862234763680328
175,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,6.979378022655104
176,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,6.7912214627261855
177,No,Air Miles,Postcard,Low,more than 1,No,Low,more than 2,1,3,Yes,6.955115850341975
178,No,Air Miles,Letter,Low,more than 1,No,Low,1,1,3,Yes,6.495643128152179
179,No,Cash Back,Postcard,High,1,No,Medium,2,more than 1,3,Yes,6.966024187106113
180,No,Air Miles,Letter,Low,1,No,Medium,1,1,2,Yes,7.463219604366508
181,No,Points,Postcard,High,1,No,Low,1,1,4,Yes,7.258764201294243
182,No,Points,Letter,Medium,1,No,High,2,1,3,No,7.024204091625384
183,No,Cash Back,Postcard,Medium,more than 1,No,Low,1,1,4,No,7.132297851210054
184,No,Air Miles,Letter,Medium,1,No,High,more than 2,more than 1,2,Yes,6.964135612418245
185,No,Points,Postcard,High,1,No,Low,1,more than 1,4,No,7.086737934510577
186,No,Air Miles,Letter,Medium,more than 1,Yes,High,1,1,3,Yes,6.842950055616021
187,No,Air Miles,Postcard,High,1,No,Low,1,1,5,Yes,6.675192505751435
188,No,Cash Back,Letter,Medium,more than 1,No,High,1,1,4,Yes,7.2633296174768365
189,No,Air Miles,Letter,Low,more than 1,No,High,2,1,4,Yes,6.6408557457128845
190,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,6.7226297948554485
191,No,Air Miles,Letter,Low,1,No,High,2,1,3,No,7.058973090724758
192,No,Cash Back,Letter,Medium,more than 1,No,High,2,more than 1,3,Yes,6.972137537911405
193,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,3,Yes,6.930739115372512
194,No,Cash Back,Postcard,Medium,1,No,Low,more than 2,1,5,Yes,7.074963197966044
195,No,Air Miles,Postcard,Low,1,No,Medium,more than 2,1,4,Yes,7.475905969367397
196,No,Cash Back,Letter,Low,more than 1,No,Low,2,more than 1,2,No,6.951054203377285
197,No,Points,Letter,Medium,1,No,High,2,1,3,No,7.440146680662688
198,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,No,6.75343791859778
199,No,Air Miles,Postcard,Low,1,No,Low,more than 2,more than 1,4,No,7.005335607321001
200,No,Points,Letter,Low,1,No,Medium,2,1,4,No,6.92510391731675
201,No,Cash Back,Letter,Low,1,No,Low,more than 2,1,6,No,6.736076882286662
202,No,Cash Back,Postcard,Medium,1,No,Low,more than 2,more than 1,6,Yes,6.816462020535746
203,Yes,Air Miles,Letter,Low,1,No,Low,1,1,3,No,7.040974122768359
204,No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,6.85356304989871
205,No,Cash Back,Letter,Low,1,No,High,more than 2,1,5,Yes,7.0827584549684115
206,No,Air Miles,Letter,Medium,1,No,High,more than 2,1,4,Yes,6.829793737512425
207,No,Cash Back,Postcard,Low,1,No,Low,2,1,4,No,6.715080310108691
208,No,Points,Postcard,Medium,1,No,High,more than 2,1,4,No,6.914730892718563
209,No,Points,Letter,Low,1,No,Low,1,1,4,Yes,6.9174580544435225
210,No,Points,Letter,Low,1,No,Medium,2,1,3,No,7.029087564149662
211,No,Cash Back,Postcard,High,more than 1,No,Low,2,1,1,Yes,7.2015436698656785
212,No,Points,Postcard,Low,1,Yes,Low,more than 2,1,3,No,7.22402480828583
213,No,Cash Back,Letter,Medium,1,No,Low,1,more than 1,3,No,7.194624521176892
214,No,Points,Postcard,Low,1,Yes,High,2,1,3,Yes,6.558906771292869
215,No,Air Miles,Postcard,Medium,1,No,High,1,more than 1,3,Yes,7.31986492980897
216,No,Air Miles,Postcard,High,1,No,Medium,1,1,2,Yes,6.942156705699469
217,No,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,5,No,6.9159714337534774
218,No,Air Miles,Letter,Medium,1,No,High,more than 2,1,4,Yes,6.774223886357614
219,No,Points,Letter,Medium,more than 1,No,High,1,more than 1,4,Yes,7.046647277848756
220,No,Points,Postcard,Medium,1,No,High,2,1,3,No,6.870831924877539
221,No,Points,Postcard,Medium,1,No,Low,more than 2,1,5,No,7.2715299600360925
222,No,Air Miles,Letter,Low,1,No,High,1,1,4,Yes,7.1565665770449245
223,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,6.937799400330514
224,No,Air Miles,Postcard,Low,1,No,High,2,1,2,No,6.785305119225573
225,No,Air Miles,Letter,Medium,1,No,Low,more than 2,more than 1,4,No,7.04359650189355
226,No,Points,Letter,Medium,1,No,Medium,2,more than 1,3,Yes,7.0192966537150445
227,Yes,Air Miles,Letter,High,1,No,Medium,1,1,5,Yes,6.955354257781416
228,No,Air Miles,Postcard,Low,1,No,Medium,more than 2,1,4,Yes,6.901234061991872
229,No,Air Miles,Letter,Low,1,No,High,1,1,1,Yes,6.971903098805889
230,No,Points,Postcard,Low,1,No,Low,more than 2,1,3,No,7.3310603052186325
231,No,Air Miles,Letter,Medium,1,No,Medium,2,1,2,Yes,7.463219604366508
232,No,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,5,No,6.842416437673797
233,No,Points,Postcard,Low,1,No,Low,1,1,1,Yes,6.965552377708354
234,No,Points,Letter,Medium,1,No,Medium,more than 2,1,3,Yes,6.752270376141742
235,No,Cash Back,Postcard,Medium,1,No,Medium,1,more than 1,5,No,7.142036574706803
236,No,Cash Back,Letter,Medium,more than 1,No,Medium,1,1,6,Yes,6.998737926694008
237,No,Cash Back,Postcard,Medium,1,No,Low,1,more than 1,3,No,7.143617602704121
238,Yes,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,4,No,6.942156705699469
239,No,Points,Postcard,Medium,1,No,Low,2,more than 1,2,Yes,7.099408163204976
240,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,7.04882071926074
241,No,Points,Postcard,Low,more than 1,No,Medium,2,1,3,Yes,6.540308238061494
242,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,7.168001918247849
243,No,Points,Letter,Medium,1,No,Medium,2,more than 1,3,Yes,6.538863151104813
244,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,7.058113060570694
245,No,Cash Back,Letter,Low,1,Yes,Low,more than 2,1,1,Yes,6.774509559834775
246,No,Cash Back,Postcard,Low,1,No,High,2,1,2,Yes,7.149720584536935
247,No,Air Miles,Letter,Low,more than 1,No,Low,1,1,3,No,6.93707133331619
248,No,Cash Back,Letter,Medium,more than 1,No,Medium,1,1,4,No,6.5195159515390415
249,No,Air Miles,Postcard,High,1,No,Low,more than 2,1,4,No,6.960584892626669
250,No,Points,Postcard,Low,1,No,High,1,1,3,No,6.930494765951626
251,No,Points,Letter,Medium,1,No,Medium,more than 2,more than 1,3,Yes,6.932447891572509
252,Yes,Points,Postcard,High,more than 1,No,Low,1,1,1,Yes,6.789253234901136
253,No,Air Miles,Letter,Medium,1,No,Medium,2,more than 1,4,No,7.059832381862487
254,No,Points,Letter,Medium,1,No,High,more than 2,1,3,Yes,7.060905458475812
255,Yes,Cash Back,Postcard,Low,1,Yes,Low,2,1,4,Yes,6.892641641172089
256,No,Air Miles,Letter,Low,1,Yes,Medium,2,1,4,Yes,6.602248621617804
257,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,7.0707241072602764
258,No,Air Miles,Postcard,Medium,1,No,Medium,more than 2,more than 1,5,No,7.3168803479217885
259,Yes,Points,Postcard,Low,more than 1,No,Low,more than 2,1,3,Yes,6.78247546255538
260,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,7.064331586024234
261,Yes,Cash Back,Letter,Low,more than 1,No,Low,more than 2,more than 1,3,Yes,7.010763029056366
262,No,Points,Postcard,Low,1,No,High,more than 2,more than 1,1,No,6.941915130628842
263,No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,6.6110324618782075
264,No,Cash Back,Postcard,Medium,more than 1,No,High,2,1,3,Yes,7.261400638360505
265,No,Points,Postcard,Medium,1,No,High,2,1,3,No,7.042941551537205
266,No,Air Miles,Postcard,Medium,1,No,High,2,1,5,No,6.720220155135295
267,No,Air Miles,Letter,Medium,1,Yes,High,1,1,4,No,6.7733663759434855
268,No,Cash Back,Postcard,High,1,No,Medium,more than 2,1,4,Yes,6.5998704992128365
269,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,Yes,6.495643128152179
270,No,Points,Postcard,High,1,No,High,1,1,3,Yes,7.056390778121285
271,No,Points,Postcard,Medium,1,Yes,Medium,more than 2,1,2,No,6.914234245079846
272,Yes,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,6.799334530027717
273,No,Air Miles,Letter,Medium,1,No,High,2,more than 1,5,Yes,7.005562338985049
274,No,Points,Letter,Medium,more than 1,Yes,Medium,more than 2,1,5,No,6.57402926802895
275,No,Points,Letter,Medium,1,No,Low,1,1,5,Yes,7.3855410486699276
276,No,Points,Letter,High,more than 1,No,High,2,1,3,No,6.819197252000346
277,No,Cash Back,Letter,Low,1,No,Medium,more than 2,1,4,No,6.943363706449505
278,No,Air Miles,Letter,Low,more than 1,Yes,Medium,1,1,2,No,7.141047161348162
279,No,Air Miles,Postcard,Medium,1,No,Medium,more than 2,1,5,No,6.62870253322841
280,No,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,7.167230759543737
281,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,more than 2,1,2,Yes,6.851713888098512
282,No,Cash Back,Letter,Medium,1,No,High,2,more than 1,2,Yes,7.046864834686337
283,No,Points,Postcard,Medium,more than 1,No,High,more than 2,1,4,Yes,6.6293632534374485
284,No,Air Miles,Postcard,High,more than 1,No,Low,1,1,4,Yes,7.305020190524962
285,No,Points,Postcard,Low,1,Yes,Low,1,1,5,No,6.981934677156389
286,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,5,Yes,6.9985096422506015
287,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,6.821652579928726
288,No,Cash Back,Postcard,Low,1,No,Medium,more than 2,1,3,No,7.228207012763344
289,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,6.4765876735216
290,No,Points,Postcard,Low,1,No,Low,2,1,4,Yes,6.5283233479207885
291,No,Points,Letter,Medium,1,No,Low,1,1,5,No,6.887807641172441
292,No,Cash Back,Postcard,High,1,No,High,2,more than 1,4,No,6.818650803899316
293,No,Air Miles,Letter,Medium,1,Yes,High,more than 2,1,3,Yes,6.6283720093450516
294,No,Cash Back,Letter,Medium,1,No,Low,2,1,2,No,6.909503749516254
295,No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,7.010311867307229
296,No,Points,Letter,Medium,1,No,High,2,1,5,Yes,6.6375856316149875
297,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,7.110287876392222
298,No,Air Miles,Postcard,Low,1,No,Medium,2,1,2,Yes,6.838940962981777
299,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,6.876006580667557
300,No,Points,Postcard,Medium,more than 1,No,Low,1,more than 1,2,No,6.912494033329311
301,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,7.108244139731541
302,No,Cash Back,Postcard,High,more than 1,No,Low,1,1,4,Yes,6.820562067279759
303,No,Cash Back,Postcard,Medium,1,No,Medium,more than 2,1,3,Yes,6.892895416075113
304,No,Cash Back,Letter,Medium,1,Yes,High,2,1,2,Yes,7.144801735465339
305,No,Points,Postcard,High,more than 1,No,Medium,2,1,4,Yes,6.802950164616011
306,No,Cash Back,Postcard,High,1,No,Medium,more than 2,1,2,No,7.111104202968168
307,Yes,Points,Postcard,Low,1,No,Low,2,1,5,No,7.459482894068554
308,No,Cash Back,Letter,Medium,more than 1,No,High,1,more than 1,4,Yes,6.9648442459662645
309,No,Points,Letter,Low,1,No,High,more than 2,1,2,Yes,7.087782539222719
310,No,Air Miles,Letter,Medium,1,No,High,2,more than 1,3,Yes,7.015936811826665
311,No,Points,Letter,Medium,more than 1,Yes,High,2,1,4,Yes,6.8775537702490155
312,No,Air Miles,Letter,Medium,1,No,Low,1,1,5,Yes,6.71447388195184
313,Yes,Points,Postcard,Medium,more than 1,No,Low,1,1,4,Yes,6.900982394694708
314,No,Cash Back,Postcard,Medium,more than 1,No,Low,2,more than 1,4,No,6.622403821868638
315,No,Points,Letter,Medium,1,No,High,1,more than 1,4,Yes,7.005562338985049
316,No,Air Miles,Postcard,High,1,No,Low,more than 2,1,3,No,6.630353515937912
